Ticker,ref.date,price.adjusted,SMB,HML,RF,SP500Index
APPL,2017/2/1,31.831774,-2.05,-1.67,0.04,2363.64
APPL,2017/3/1,33.526367,1.14,-3.35,0.03,2362.72
APPL,2017/4/1,33.524036,0.73,-2.13,0.05,2384.2
APPL,2017/5/1,35.650059,-2.57,-3.78,0.06,2411.8
APPL,2017/6/1,33.749119,2.25,1.48,0.06,2423.41
APPL,2017/7/1,34.852844,-1.51,-0.31,0.07,2470.3
APPL,2017/8/1,38.431152,-1.67,-2.09,0.09,2471.65
APPL,2017/9/1,36.25774,4.47,3.14,0.09,2519.36
APPL,2017/10/1,39.767761,-1.94,0.2,0.09,2575.26
APPL,2017/11/1,40.428833,-0.55,-0.03,0.08,2647.58
APPL,2017/12/1,39.955589,-1.32,0.06,0.09,2673.61
APPL,2018/1/1,39.530602,-3.13,-1.29,0.12,2823.81
APPL,2018/2/1,42.054539,0.25,-1.04,0.11,2713.83
APPL,2018/3/1,39.774746,4.06,-0.21,0.11,2640.87
APPL,2018/4/1,39.177345,1.13,0.54,0.14,2648.05
APPL,2018/5/1,44.300323,5.25,-3.2,0.14,2705.27
APPL,2018/6/1,44.052299,1.14,-2.34,0.14,2718.37
APPL,2018/7/1,45.28503,-2.22,0.47,0.16,2816.29
APPL,2018/8/1,54.171165,1.14,-3.94,0.16,2901.52
APPL,2018/9/1,53.909786,-2.27,-1.7,0.15,2913.98
APPL,2018/10/1,52.266762,-4.78,3.4,0.19,2711.74
APPL,2018/11/1,42.647339,-0.68,0.3,0.18,2760.17
APPL,2018/12/1,37.80191,-2.38,-1.84,0.2,2506.85
APPL,2019/1/1,39.886833,2.9,-0.46,0.21,2704.1
APPL,2019/2/1,41.494858,2.05,-2.67,0.18,2784.49
APPL,2019/3/1,45.716156,-3.05,-4.17,0.19,2834.4
APPL,2019/4/1,48.296192,-1.74,2.15,0.21,2945.83
APPL,2019/5/1,42.13493,-1.32,-2.37,0.21,2752.06
APPL,2019/6/1,47.817783,0.29,-0.71,0.18,2941.76
APPL,2019/7/1,51.470795,-1.93,0.48,0.19,2980.38
APPL,2019/8/1,50.431904,-2.38,-4.78,0.16,2926.46
APPL,2019/9/1,54.317085,-0.96,6.75,0.18,2976.74
APPL,2019/10/1,60.329159,0.29,-1.91,0.16,3037.56
APPL,2019/11/1,64.813316,0.77,-2.02,0.12,3140.98
APPL,2019/12/1,71.429657,0.73,1.75,0.14,3230.78
APPL,2020/1/1,75.287582,-3.11,-6.25,0.13,3225.52
APPL,2020/2/1,66.494179,1.07,-3.81,0.12,2954.22
APPL,2020/3/1,62.002239,-4.83,-13.87,0.13,2584.59
APPL,2020/4/1,71.635773,2.45,-1.33,0,2912.43
APPL,2020/5/1,77.52169,2.47,-4.88,0.01,3044.31
APPL,2020/6/1,89.18811,2.69,-2.2,0.01,3100.29
APPL,2020/7/1,103.915886,-2.33,-1.41,0.01,3271.12
APPL,2020/8/1,126.193336,-0.22,-2.97,0.01,3500.31
APPL,2020/9/1,113.459404,0.02,-2.71,0.01,3363
APPL,2020/10/1,106.650475,4.38,4.25,0.01,3269.96
APPL,2020/11/1,116.633644,5.8,2.09,0.01,3621.63
APPL,2020/12/1,130.221085,4.89,-1.51,0.01,3756.07
APPL,2021/1/1,129.504654,7.36,3.01,0.01,3714.24
APPL,2021/2/1,119.003738,2.05,7.15,0,3811.15
APPL,2021/3/1,120.056313,-2.37,7.39,0,3972.89
APPL,2021/4/1,129.206757,-3.19,-0.95,0,4181.17
APPL,2021/5/1,122.474152,-0.25,7.09,0,4204.11
APPL,2021/6/1,134.841156,1.68,-7.87,0,4297.5
APPL,2021/7/1,143.603424,-3.97,-1.78,0,4395.26
APPL,2021/8/1,149.481064,-0.42,-0.15,0,4522.68
APPL,2021/9/1,139.519592,0.71,5.08,0,4307.54
APPL,2021/10/1,147.703461,-2.35,-0.49,0,4605.38
APPL,2021/11/1,162.986511,-1.32,-0.45,0,4567
APPL,2021/12/1,175.340332,-1.67,3.26,0.01,4766.18
APPL,2022/1/1,172.585327,-5.94,12.75,0,4515.55
APPL,2022/2/1,163.046631,2.19,3.08,0,4373.94
APPL,2022/3/1,172.637161,-1.61,-1.81,0.01,4530.41
APPL,2022/4/1,155.868759,-1.39,6.17,0.01,4131.93
APPL,2022/5/1,147.15831,-1.83,8.39,0.03,4132.15
APPL,2022/6/1,135.373886,2.1,-5.97,0.06,3785.38
APPL,2022/7/1,160.909927,2.81,-4.05,0.08,4130.29
APPL,2022/8/1,155.672028,1.4,0.29,0.19,3955
APPL,2022/9/1,137.029373,-0.81,0.05,0.19,3585.62
APPL,2022/10/1,152.041122,0.06,8.01,0.23,3871.98
APPL,2022/11/1,146.776108,-3.52,1.38,0.29,4080.11
APPL,2022/12/1,129.043106,-0.69,1.37,0.33,3839.5
APPL,2023/1/1,143.305099,5.01,-4.01,0.35,4076.6
APPL,2023/2/1,146.403824,1.17,-0.81,0.34,3970.15
APPL,2023/3/1,164.02449,-5.51,-8.85,0.36,4109.31
APPL,2023/4/1,168.779099,-3.35,-0.04,0.35,4169.48
APPL,2023/5/1,176.308929,1.61,-7.72,0.36,4179.83
APPL,2023/6/1,193.207031,1.54,-0.26,0.4,4450.38
APPL,2023/7/1,195.677261,2.08,4.11,0.45,4588.96
APPL,2023/8/1,187.130997,-3.16,-1.06,0.45,4507.66
APPL,2023/9/1,170.766846,-2.51,1.52,0.43,4288.05
APPL,2023/10/1,170.327972,-3.87,0.19,0.47,4193.8
APPL,2023/11/1,189.458313,-0.02,1.64,0.44,4567.8
APPL,2023/12/1,192.284637,6.35,4.94,0.43,4769.83
AMD,2000/1/1,18,5.77,-1.88,0.41,1394.46
AMD,2000/2/1,19.75,21.36,-9.59,0.43,1366.42
AMD,2000/3/1,29.5,-17.2,8.13,0.47,1498.58
AMD,2000/4/1,43.75,-6.68,7.26,0.46,1452.43
AMD,2000/5/1,40.875,-6.05,4.75,0.5,1420.6
AMD,2000/6/1,38.625,12.84,-8.42,0.4,1454.6
AMD,2000/7/1,36,-3.07,8.31,0.48,1430.83
AMD,2000/8/1,37.5,-0.61,-1.39,0.5,1517.68
AMD,2000/9/1,24,-1.82,7.17,0.51,1436.51
AMD,2000/10/1,22.625,-3.88,5.71,0.56,1429.4
AMD,2000/11/1,15.25,-3.41,12.3,0.51,1314.95
AMD,2000/12/1,13.8125,0.73,7.61,0.5,1320.28
AMD,2001/1/1,24.6,6.68,-5.07,0.54,1366.01
AMD,2001/2/1,21.5,-0.78,12.47,0.38,1239.94
AMD,2001/3/1,26.540001,0.25,6.42,0.42,1160.33
AMD,2001/4/1,31,0.55,-4.67,0.39,1249.46
AMD,2001/5/1,28.25,2.5,3.36,0.32,1255.82
AMD,2001/6/1,28.9,6.24,-1.12,0.28,1224.38
AMD,2001/7/1,18.26,-4.19,5.21,0.3,1211.23
AMD,2001/8/1,13.55,2.48,2.31,0.31,1133.58
AMD,2001/9/1,8.15,-6.23,1.45,0.28,1040.94
AMD,2001/10/1,9.84,7.48,-7.65,0.22,1059.78
AMD,2001/11/1,13.56,-0.47,2.21,0.17,1139.45
AMD,2001/12/1,15.86,4.74,0.84,0.15,1148.08
AMD,2002/1/1,16.049999,1.19,3.44,0.14,1130.2
AMD,2002/2/1,13.5,-1.01,2.16,0.13,1106.73
AMD,2002/3/1,14.71,4.21,1.06,0.13,1147.39
AMD,2002/4/1,11.18,5.96,3.88,0.15,1076.92
AMD,2002/5/1,11.43,-3.21,1.53,0.14,1067.14
AMD,2002/6/1,9.72,4.29,-0.05,0.13,989.82
AMD,2002/7/1,8.03,-5.28,-3.85,0.15,911.62
AMD,2002/8/1,8.85,-2.86,3.28,0.14,916.07
AMD,2002/9/1,5.34,2.4,1.47,0.14,815.28
AMD,2002/10/1,6.14,-3.41,-3.95,0.14,885.76
AMD,2002/11/1,9,3.18,-1.23,0.12,936.31
AMD,2002/12/1,6.46,0.09,2.14,0.11,879.82
AMD,2003/1/1,5.24,1.33,-0.83,0.1,855.7
AMD,2003/2/1,5.49,-0.45,-1.39,0.09,841.15
AMD,2003/3/1,6.18,1.02,-1.93,0.1,848.18
AMD,2003/4/1,7.44,0.63,1.14,0.1,916.92
AMD,2003/5/1,7.28,4.67,0.4,0.09,963.59
AMD,2003/6/1,6.41,1.74,0.11,0.1,974.5
AMD,2003/7/1,7.3,5.06,-1.24,0.07,990.31
AMD,2003/8/1,11.29,2.59,1.53,0.07,1008.01
AMD,2003/9/1,11.11,0.8,0.16,0.08,995.97
AMD,2003/10/1,15.2,2.7,1.97,0.07,1050.71
AMD,2003/11/1,17.969999,2.08,1.78,0.07,1058.2
AMD,2003/12/1,14.9,-2.68,1.6,0.08,1111.92
AMD,2004/1/1,14.86,2.55,2.49,0.07,1131.13
AMD,2004/2/1,15,-1.58,0.9,0.06,1144.94
AMD,2004/3/1,16.23,1.72,0.27,0.09,1126.21
AMD,2004/4/1,14.22,-1.68,-3.1,0.08,1107.3
AMD,2004/5/1,15.55,-0.2,-0.25,0.06,1120.68
AMD,2004/6/1,15.9,2.26,1.18,0.08,1140.84
AMD,2004/7/1,12.49,-3.81,3.24,0.1,1101.72
AMD,2004/8/1,11.43,-1.48,0.97,0.11,1104.24
AMD,2004/9/1,13,3.01,0,0.11,1114.58
AMD,2004/10/1,16.82,0.15,-0.22,0.11,1130.2
AMD,2004/11/1,21.280001,3.74,1.41,0.15,1173.82
AMD,2004/12/1,22.02,-0.03,-0.22,0.16,1211.92
AMD,2005/1/1,15.8,-1.72,2.06,0.16,1181.27
AMD,2005/2/1,17.450001,-0.57,1.54,0.16,1203.6
AMD,2005/3/1,16.120001,-1.4,2.04,0.21,1180.59
AMD,2005/4/1,14.23,-3.94,0.07,0.21,1156.85
AMD,2005/5/1,16.4,2.89,-0.64,0.24,1191.5
AMD,2005/6/1,17.34,2.58,2.83,0.23,1191.33
AMD,2005/7/1,20.08,2.91,-0.79,0.24,1234.18
AMD,2005/8/1,20.77,-0.97,1.32,0.3,1220.33
AMD,2005/9/1,25.200001,-0.65,0.71,0.29,1228.81
AMD,2005/10/1,23.219999,-1.25,0.42,0.27,1207.01
AMD,2005/11/1,26.18,0.99,-1.16,0.31,1249.48
AMD,2005/12/1,30.6,-0.42,0.2,0.32,1248.29
AMD,2006/1/1,41.799999,5.39,1.08,0.35,1280.08
AMD,2006/2/1,38.669998,-0.38,-0.34,0.34,1280.66
AMD,2006/3/1,33.16,3.44,0.6,0.37,1294.87
AMD,2006/4/1,32.349998,-1.42,2.34,0.36,1310.61
AMD,2006/5/1,30.889999,-2.96,2.41,0.43,1270.09
AMD,2006/6/1,24.42,-0.39,0.85,0.4,1270.2
AMD,2006/7/1,19.389999,-3.98,2.6,0.4,1276.66
AMD,2006/8/1,24.99,1.03,-2.06,0.42,1303.82
AMD,2006/9/1,24.85,-1.36,0.08,0.41,1335.85
AMD,2006/10/1,21.27,1.75,-0.31,0.41,1377.94
AMD,2006/11/1,21.57,0.7,0.14,0.42,1400.63
AMD,2006/12/1,20.35,-1.14,2.73,0.4,1418.3
AMD,2007/1/1,15.55,0.13,-0.68,0.44,1438.24
AMD,2007/2/1,15.07,1.19,-0.14,0.38,1406.82
AMD,2007/3/1,13.06,0.16,-0.97,0.43,1420.86
AMD,2007/4/1,13.82,-2.16,-1.45,0.44,1482.37
AMD,2007/5/1,14.27,0.24,-0.65,0.41,1530.62
AMD,2007/6/1,14.3,0.74,-1.05,0.4,1503.35
AMD,2007/7/1,13.54,-2.61,-3.71,0.4,1455.27
AMD,2007/8/1,13,-0.12,-1.86,0.42,1473.99
AMD,2007/9/1,13.2,-2.23,-2.21,0.32,1526.75
AMD,2007/10/1,13.08,0.08,-2.98,0.32,1549.38
AMD,2007/11/1,9.76,-2.93,-0.94,0.34,1481.14
AMD,2007/12/1,7.5,0.13,-0.55,0.27,1468.36
AMD,2008/1/1,7.59,-1.03,3.97,0.21,1378.55
AMD,2008/2/1,7.21,-0.43,-0.84,0.13,1330.63
AMD,2008/3/1,5.89,0.71,0.3,0.17,1322.7
AMD,2008/4/1,5.96,-1.72,-0.94,0.18,1385.59
AMD,2008/5/1,6.88,2.96,-1.43,0.18,1400.38
AMD,2008/6/1,5.83,1.23,-2.71,0.17,1280
AMD,2008/7/1,4.21,2.61,5.42,0.15,1267.38
AMD,2008/8/1,6.29,3.6,1.59,0.13,1282.83
AMD,2008/9/1,5.25,-1.23,5.91,0.15,1166.36
AMD,2008/10/1,3.5,-2.6,-2.3,0.08,968.75
AMD,2008/11/1,2.36,-2.85,-6.31,0.03,896.24
AMD,2008/12/1,2.16,3.46,0.14,0,903.25
AMD,2009/1/1,2.19,0.07,-11.29,0,825.88
AMD,2009/2/1,2.18,0.05,-6.95,0.01,735.09
AMD,2009/3/1,3.05,0.03,3.47,0.02,797.87
AMD,2009/4/1,3.61,5.4,5.36,0.01,872.81
AMD,2009/5/1,4.54,-2.52,0.28,0,919.14
AMD,2009/6/1,3.87,2.63,-2.73,0.01,919.32
AMD,2009/7/1,3.66,1.87,4.83,0.01,987.48
AMD,2009/8/1,4.36,-1.08,7.63,0.01,1020.62
AMD,2009/9/1,5.66,2.43,1.05,0.01,1057.08
AMD,2009/10/1,4.6,-4.35,-4.21,0,1036.19
AMD,2009/11/1,7.01,-2.4,-0.34,0,1095.63
AMD,2009/12/1,9.68,6.05,-0.17,0.01,1115.1
AMD,2010/1/1,7.46,0.4,0.43,0,1073.87
AMD,2010/2/1,7.91,1.19,3.23,0,1104.49
AMD,2010/3/1,9.27,1.48,2.21,0.01,1169.43
AMD,2010/4/1,9.07,4.87,2.89,0.01,1186.69
AMD,2010/5/1,8.57,0.09,-2.44,0.01,1089.41
AMD,2010/6/1,7.32,-1.82,-4.7,0.01,1030.71
AMD,2010/7/1,7.49,0.2,-0.31,0.01,1101.6
AMD,2010/8/1,5.61,-3,-1.9,0.01,1049.33
AMD,2010/9/1,7.11,3.96,-3.16,0.01,1141.2
AMD,2010/10/1,7.34,1.14,-2.43,0.01,1183.26
AMD,2010/11/1,7.29,3.77,-0.96,0.01,1180.55
AMD,2010/12/1,8.18,0.73,3.7,0.01,1257.64
AMD,2011/1/1,7.83,-2.5,0.83,0.01,1286.12
AMD,2011/2/1,9.21,1.53,1.27,0.01,1327.22
AMD,2011/3/1,8.6,2.54,-1.83,0.01,1325.83
AMD,2011/4/1,9.1,-0.38,-2.43,0,1363.61
AMD,2011/5/1,8.68,-0.59,-2.12,0,1345.2
AMD,2011/6/1,6.99,-0.12,-0.42,0,1320.64
AMD,2011/7/1,7.34,-1.26,-0.9,0,1292.28
AMD,2011/8/1,6.83,-3.05,-2.36,0.01,1218.89
AMD,2011/9/1,5.08,-3.31,-1.72,0,1131.42
AMD,2011/10/1,5.83,3.28,0.1,0,1253.3
AMD,2011/11/1,5.69,-0.16,-0.46,0,1246.96
AMD,2011/12/1,5.4,-0.59,1.63,0,1257.6
AMD,2012/1/1,6.71,2.04,-0.97,0,1312.41
AMD,2012/2/1,7.35,-1.85,0.43,0,1365.68
AMD,2012/3/1,8.02,-0.64,1.14,0,1408.47
AMD,2012/4/1,7.36,-0.42,-0.78,0,1397.91
AMD,2012/5/1,6.08,0.07,-1.07,0.01,1310.33
AMD,2012/6/1,5.73,0.67,0.62,0,1362.16
AMD,2012/7/1,4.06,-2.74,-0.02,0,1379.32
AMD,2012/8/1,3.72,0.47,1.3,0.01,1406.58
AMD,2012/9/1,3.37,0.5,1.6,0.01,1440.67
AMD,2012/10/1,2.05,-1.15,3.59,0.01,1412.16
AMD,2012/11/1,2.2,0.63,-0.84,0.01,1416.18
AMD,2012/12/1,2.4,1.48,3.51,0.01,1426.19
AMD,2013/1/1,2.6,0.33,0.96,0,1498.11
AMD,2013/2/1,2.49,-0.27,0.11,0,1514.68
AMD,2013/3/1,2.55,0.81,-0.19,0,1569.19
AMD,2013/4/1,2.82,-2.37,0.45,0,1597.57
AMD,2013/5/1,4,1.7,2.63,0,1630.74
AMD,2013/6/1,4.08,1.33,0.03,0,1606.28
AMD,2013/7/1,3.77,1.87,0.57,0,1685.73
AMD,2013/8/1,3.27,0.27,-2.69,0,1632.97
AMD,2013/9/1,3.81,2.88,-1.22,0,1681.55
AMD,2013/10/1,3.34,-1.53,1.25,0,1756.54
AMD,2013/11/1,3.64,1.29,0.32,0,1805.81
AMD,2013/12/1,3.87,-0.46,-0.02,0,1848.36
AMD,2014/1/1,3.43,0.89,-2.07,0,1782.59
AMD,2014/2/1,3.71,0.35,-0.31,0,1859.45
AMD,2014/3/1,4.01,-1.81,4.93,0,1872.34
AMD,2014/4/1,4.09,-4.19,1.17,0,1883.95
AMD,2014/5/1,4,-1.88,-0.13,0,1923.57
AMD,2014/6/1,4.19,3.09,-0.7,0,1960.23
AMD,2014/7/1,3.91,-4.29,0.03,0,1930.67
AMD,2014/8/1,4.17,0.4,-0.45,0,2003.37
AMD,2014/9/1,3.41,-3.71,-1.34,0,1972.29
